Recommended Package,Dream Outcome,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJb73L,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,100000,"Unit B 11, 3.07 Second Floor, Komtar, 10000 George Town, Pulau Pinang, Malaysia",10000 George Town,,10000.0,https://kfc.com.my/,,,6042261745.0,,6042261745.0,4.1,964.0,$$ (Moderate),OPERATIONAL,ChIJb73Lm5bDSjARe0Pcp5t4YFA,5.4144237,100.3299082,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (964 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJsSNK,2025-11-05,Zalynz Cafe,"Cafe, Bakery, Store",1,100000,"10, Jalan Cendana 3/13b, Seksyen 3, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://facebook.com/zalynzoven,,,60149104337.0,,60149104337.0,4.5,526.0,$$ (Moderate),OPERATIONAL,ChIJsSNK621TzDERkepEx33XOgM,3.0763132,101.5090588,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (526 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJNVOp,2025-11-05,Fat Cat - Sunway GEO Avenue,"Cafe, Restaurant",1,80000,"D-01-01-001A Block D, Sunway Geo Avenue, Jalan Lagoon Selatan, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://www.instagram.com/fatcatmy/?hl=en,,,60356505181.0,,60356505181.0,4.2,502.0,Unknown,OPERATIONAL,ChIJNVOp6oRMzDERrcsXy0y5WlI,3.06508,101.6086848,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (502 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ15AZ,2025-11-05,Sand Wish,"Meal Takeaway, Restaurant",1,80000,"26, Jalan Pangkor, Pulau Tikus, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,https://sandwish.my/,,,60165972170.0,,60165972170.0,4.8,869.0,Unknown,OPERATIONAL,ChIJ15AZ6WTDSjARp2yp0iTQ74w,5.4249261,100.3170148,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (869 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ2wIs,2025-11-05,"Little Oven Bakery - Metro Prima,Kepong","Bakery, Store",1,100000,"49, Jln Metro Perdana Barat 2, Wilayah Persekutuan, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,http://www.littleovenbakery.com.my/,,,60361793633.0,,60361793633.0,4.4,733.0,$$ (Moderate),OPERATIONAL,ChIJ2wIs7EFGzDERgyjZR1WMpYI,3.2154094,101.6394948,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (733 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJP3LI,2025-11-05,Lisette's Café & Bakery,"Cafe, Bakery, Restaurant",1,80000,"GF-18, Ground Floor 163 Retail Park, 8, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://lisettes.com.my/?ref=from_group,,,60397751727.0,,60397751727.0,4.2,759.0,Unknown,OPERATIONAL,ChIJP3LIz81JzDERIfG49gp0oFY,3.1668299,101.6523511,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (759 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJR8ds,2025-11-05,Ra-Ft Café / Bistro Arcoris | Coffee Roasters,"Cafe, Bakery, Restaurant",1,80000,"Unit G-16 &, G-17, Ground Level, Arcoris Plaza, 10, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.ra-ft.com/,,,60364122127.0,,60364122127.0,4.5,835.0,Unknown,OPERATIONAL,ChIJR8dsSfJIzDERa73fXOdQv88,3.1677192,101.651642,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (835 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJzdPF,2025-11-05,Makoto Unagi Restaurant,Restaurant,1,80000,"54, Jalan 27/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://www.facebook.com/makoto.hartamas,,,60362111409.0,,60362111409.0,4.4,514.0,Unknown,OPERATIONAL,ChIJzdPFIfBIzDERElev947Ma7o,3.1632255,101.6501911,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (514 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJz5Vs,2025-11-05,Quack,Cafe,1,100000,"60 Jalan Sri Hartamas 1, Plaza Damas, Lot K-0-8B (Ground Floor), Dorchester Service Apartment, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://instagram.com/quackbyrubberduck,,,601162085881.0,,601162085881.0,4.2,814.0,$$ (Moderate),OPERATIONAL,ChIJz5Vs1_ZIzDERgPeSD1ZjmsI,3.1645458,101.6568019,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (814 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ5e6w,2025-11-05,Coffee Stain,"Cafe, Store",1,100000,"D4-G3-01, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,60192803990.0,,60192803990.0,4.2,529.0,$$ (Moderate),OPERATIONAL,ChIJ5e6wBV5IzDERXANPx1NBcVM,3.1715266,101.6664314,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (529 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ6_gV,2025-11-05,Hot Pindang Kitchen,Restaurant,1,100000,"No. 13, Jalan Cheong Sam 10/11, Seksyen 10, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://fb.me/hotpindang,,,60355231259.0,,60355231259.0,4.1,707.0,$$ (Moderate),OPERATIONAL,ChIJ6_gVYodNzDERXecmS1fUiDU,3.0812416,101.5249298,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (707 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJUfMk,2025-11-05,Eight Ounce Coffee Co. : Suria KLCC,Cafe,1,100000,"Unit 115, Level 1, Suria KLCC, Persiaran Petronas, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50088 Kuala Lumpur,Kuala Lumpur,50088.0,http://www.eightouncecoffee.co/,,,60376228780.0,,60376228780.0,4.2,784.0,$$ (Moderate),OPERATIONAL,ChIJUfMky9Y3zDERcHniM4j2iX4,3.1570527,101.711591,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (784 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJz7Ym,2025-11-05,Pak Mal Nasi Ayam,Restaurant,1,150000,"Level 1, 2, Jalan Selendang 10/10, Seksyen 10, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,http://www.facebook.com/restoranPakMal,,,60196689669.0,,60196689669.0,3.9,1158.0,$$ (Moderate),OPERATIONAL,ChIJz7Ymp3hSzDERcoJPwD1nAjo,3.0807337,101.5248007,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1158 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJa4vb,2025-11-05,Tanba Japanese BBQ 炭马烧肉专门店(Twin Galaxy),Restaurant,1,80000,"01-03 #01-05 #01-06, Twin Galaxy, Jalan Dato Abdullah Tahir, Taman Abad, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",80300 Johor Bahru,Johor,80300.0,https://linktr.ee/tanbachiguitwg,,,60127375838.0,,60127375838.0,4.4,906.0,Unknown,OPERATIONAL,ChIJa4vbxjJt2jERXRA3ImkIKlc,1.4779433,103.7624985,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (906 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJQ435,2025-11-05,KFC Shah Alam 1,"Meal Takeaway, Restaurant",1,100000,"Ground Floor, Fasa 3, Kompleks PKNS, 40990 Shah Alam, Selangor, Malaysia",40990 Shah Alam,Selangor,40990.0,https://kfc.com.my/,,,60355231403.0,,60355231403.0,4.2,539.0,$$ (Moderate),OPERATIONAL,ChIJQ435kYZSzDERlj1xAbfRn1A,3.0716248,101.5166845,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (539 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJtZOV,2025-11-05,Secret Recipe Ole-Ole Shah Alam,"Restaurant, Cafe",1,100000,"No. 7, Jalan Pinang A 18/A, Seksyen 18 Lot 1-3, Ole-Ole Shopping Centre, Section 18, 40200 Shah Alam, Selangor, Malaysia",40200 Shah Alam,Selangor,40200.0,http://www.secretrecipe.com.my/,,,60358851582.0,,60358851582.0,4.0,517.0,$$ (Moderate),OPERATIONAL,ChIJtZOVCK9SzDER1WjYOAMdKpo,3.0435946,101.517378,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (517 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJeWbY,2025-11-05,Eat X Dignity Cafe,"Restaurant, Cafe, Meal Takeaway",1,100000,"25-G, Jalan 11/48a, Sentul Raya Boulevard, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51000 Kuala Lumpur,Kuala Lumpur,51000.0,http://www.instagram.com/eatxdignitykl/,,,60323031366.0,,60323031366.0,4.5,764.0,$$ (Moderate),OPERATIONAL,ChIJeWbYLA9IzDERQVBpsPA6dZE,3.185694199999999,101.6931347,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (764 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJv0Wc,2025-11-05,Arashi Shabu-Shabu KSL City,Restaurant,1,80000,"Lot L1-01, Level 1, KSL City, 33, Jalan Seladang, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://arashi.my/,,,6073359188.0,,6073359188.0,4.7,695.0,Unknown,OPERATIONAL,ChIJv0WcJjJt2jEROSY6t2JN31M,1.4862859,103.7626945,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (695 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJPaQ5,2025-11-05,The Grato® Original by Chef Yasser,"Meal Takeaway, Restaurant, Store",1,100000,"Lot 531, Jalan AU1A/4D, Taman Keramat Permai, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",54200 Kuala Lumpur,Kuala Lumpur,54200.0,https://www.facebook.com/thegratomy,,,60194644181.0,,60194644181.0,4.3,860.0,$$ (Moderate),OPERATIONAL,ChIJPaQ5glzJzTERwWzjcbFi7ls,3.1762761,101.7370552,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (860 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJhxiQ,2025-11-05,Domino's Shah Alam Seksyen 23,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"65, Jalan Pelabur B 23/B, Seksyen 23, 40300 Shah Alam, Selangor, Malaysia",40300 Shah Alam,Selangor,40300.0,https://www.dominos.com.my/store/selangor-shah-alam-b-section-23-85065,,,601300888333.0,,601300888333.0,4.0,579.0,$$ (Moderate),OPERATIONAL,ChIJhxiQW1hNzDERc_FWxPnrZGY,3.046750799999999,101.5266349,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (579 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJUUza,2025-11-05,Delhi Royale,"Meal Takeaway, Restaurant, Store",1,100000,"3, Wisma Longrich, 33, Jalan Yap Kwan Seng, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://www.delhiroyale.com/,,,60127740155.0,,60127740155.0,4.1,982.0,$$ (Moderate),OPERATIONAL,ChIJUUzaUNo3zDERHU9pBUt3C8c,3.1628167,101.7149971,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (982 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJPVvp,2025-11-05,ROTI By d'Tandoor,"Meal Takeaway, Restaurant",1,100000,"82, Jalan Damai, Kampung Datuk Keramat, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,https://dtandoor.com/,,,601169692020.0,,601169692020.0,4.6,833.0,$$ (Moderate),OPERATIONAL,ChIJPVvpAs83zDERFcIf7TzEo3Q,3.163119999999999,101.7248969,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (833 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJRfEE,2025-11-05,Yummy Nasi Lemak House Johor Bahru,Restaurant,1,100000,"104, Jalan Dato Sulaiman, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.facebook.com/YummyNasiLemakHouseJB/,,,6073329375.0,,6073329375.0,4.2,501.0,$$ (Moderate),OPERATIONAL,ChIJRfEEsDZt2jERarP2kU9N-4w,1.4826058,103.7572882,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (501 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJP69o,2025-11-05,Sushi Plus • TRX,"Meal Takeaway, Restaurant",1,80000,"G.3A, Level Ground, Menara Exchange, 106, Lingkaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55188 Kuala Lumpur,Kuala Lumpur,55188.0,https://sushiplus2020.com/,,,60106685528.0,,60106685528.0,4.8,865.0,Unknown,OPERATIONAL,ChIJP69osQ41zDER5_ekBCLdpHE,3.1417297,101.7184981,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (865 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJM3nM,2025-11-05,DV Ristorante Pizzeria,Restaurant,1,100000,"77, Jln Setia Bakti, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://dvristorantepizzeria.com/,,,60123250785.0,,60123250785.0,4.4,643.0,$$ (Moderate),OPERATIONAL,ChIJM3nMmP5IzDERMBg5dvJqm-0,3.1555483,101.655995,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (643 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJIz-z,2025-11-05,Porto Romano Restaurant @TTDI,Restaurant,1,100000,"28, Persiaran Zaaba, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,http://www.portoromano.my/,,,60377100509.0,,60377100509.0,4.3,772.0,$$ (Moderate),OPERATIONAL,ChIJIz-zrzpJzDERpSLEjSuTZe8,3.1419359,101.6276661,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (772 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJMXBz,2025-11-05,Onde Onde Desa Parkcity,Restaurant,1,100000,"Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200.0,http://www.ondeonde.com.my/,,,60362618286.0,,60362618286.0,4.0,556.0,$$ (Moderate),OPERATIONAL,ChIJMXBzCKZIzDER3--F691ykEE,3.1869008,101.6281737,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (556 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJlQJc,2025-11-05,Porto Romano Restaurant @Mont Kiara,Restaurant,1,100000,"Mont' Kiara Banyan, 28, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://portoromano.my/,,,60362078171.0,,60362078171.0,4.2,682.0,$$ (Moderate),OPERATIONAL,ChIJlQJc0YxIzDERgiuxRkgJwFk,3.1722373,101.6530304,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (682 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ-Xhf,2025-11-05,Sushiya,Restaurant,1,80000,"Block A, A-G-03, Jalan Kiara 2, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://sushitrain.com.my/sushiya/,,,60362113299.0,,60362113299.0,4.5,507.0,Unknown,OPERATIONAL,ChIJ-XhflvFIzDERH-tlff1VOP0,3.1654415,101.6520491,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (507 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJtTrp,2025-11-05,Kopimeo X Lacarne,"Cafe, Store",1,100000,"33, Jalan Tengku Ampuan Zabedah B 9/B, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,https://m.facebook.com/kopimeo/,,,60358862643.0,,60358862643.0,4.2,860.0,$$ (Moderate),OPERATIONAL,ChIJtTrpqIdNzDERmGknFOMetUU,3.0823242,101.5269731,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (860 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJy5sz,2025-11-05,Teh Laris Kafe,"Cafe, Restaurant",1,100000,"21, Jalan Snuker 13/28, Tadisma Business Park, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,http://tehlaris.blogspot.my/,,,60355240335.0,,60355240335.0,4.1,691.0,$$ (Moderate),OPERATIONAL,ChIJy5szZpZNzDERZtdgCFsrkdI,3.0884567,101.5454829,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (691 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJg2rv,2025-11-05,Ghee Hiang Beach St.,"Bakery, Store",1,80000,"95, Beach St, Georgetown, 10300 George Town, Penang, Malaysia",10300 George Town,Penang,10300.0,https://www.ghee-hiang.com/,,,6042620635.0,,6042620635.0,4.7,543.0,Unknown,OPERATIONAL,ChIJg2rvDI7DSjARZZ5wG5-byDg,5.4155871,100.3400086,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (543 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJySWJ,2025-11-05,Uncle Don's (Desa Sri Hartamas),"Bar, Restaurant",1,100000,"10, Jalan 22a/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.uncledons.com.my/,,,60177127953.0,,60177127953.0,4.1,925.0,$$ (Moderate),OPERATIONAL,ChIJySWJZvBIzDERImXkDAHvfFE,3.162779,101.652243,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (925 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJCZEG,2025-11-05,Naughty Babe Dirty Duck,"Meal Delivery, Restaurant",1,100000,"42, Jalan 25/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.naughtybabedirtyduck.com/,,,60362119966.0,,60362119966.0,4.0,820.0,$$ (Moderate),CLOSED_TEMPORARILY,ChIJCZEG4-9IzDERASG3FX3HQS4,3.162473,101.649636,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (820 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJT_lb,2025-11-05,Camp5 Climbing Gym,"Cafe, Gym, Store",1,80000,"5th Floor, Camp Five Sdn Bhd (684938-T EZ501, 1 Utama Shopping Centre (New Wing), 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",47800 Petaling Jaya,Selangor,47800.0,http://www.camp5.com/,,,60122057001.0,,60122057001.0,4.6,955.0,Unknown,OPERATIONAL,ChIJT_lbN9VOzDERrVe7Z-2nyG8,3.149839300000001,101.6162555,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (955 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJea95,2025-11-05,Bindhu Vegetarian Restaurant | Restoran Bindhu Vegetarian,Restaurant,1,80000,"87, Jalan SS 14/1, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://facebook.com/bindhu.ahimsa,,,60358786567.0,,60358786567.0,4.2,815.0,Unknown,OPERATIONAL,ChIJea95QvFMzDER7Fnx2WUlASA,3.0678114,101.586408,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (815 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJYyue,2025-11-05,Bread History (Gurney Plaza),"Bakery, Store",1,100000,"170-B1-35, Gurney Plaza, Persiaran Gurney, 10250 George Town, Pulau Pinang, Malaysia",10250 George Town,,10250.0,http://www.breadhistory.com.my/,,,6043750070.0,,6043750070.0,4.9,835.0,$$ (Moderate),OPERATIONAL,ChIJYyue8gPDSjARpzdskJSVqfQ,5.4379831,100.309516,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (835 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJ8Rxj,2025-11-05,Continental Bakery,"Bakery, Store",1,100000,"33, Jalan Nagor, George Town, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,https://m.facebook.com/pages/Continental-Bakery/100128603403936,,,6042283814.0,,6042283814.0,4.4,734.0,$$ (Moderate),OPERATIONAL,ChIJ8Rxjt6LDSjARjkDK-2V-6dk,5.421066199999999,100.3262574,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (734 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJA8mq,2025-11-05,Crepe Cottage Gurney Drive,"Store, Restaurant",1,100000,"77-A, Persiaran Gurney, 10250 George Town, Pulau Pinang, Malaysia",10250 George Town,,10250.0,https://www.facebook.com/Crepe-Cottage-224374470908907/,,,60124188298.0,,60124188298.0,4.4,506.0,$$ (Moderate),OPERATIONAL,ChIJA8mqOQbDSjARhXgtmn53Efc,5.4333386,100.3159575,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (506 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
"Quick Win - RM 2,997/mo",Save RM 15-25k/mo in 60 days,GOOGLE-ChIJWe7O,2025-11-05,Summit Hotel USJ,"Lodging, Restaurant",2,160000,"Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",47600 Subang Jaya,Selangor,47600.0,http://www.summithotelusj.com/,,,60380233000.0,,60380233000.0,3.7,3473.0,Unknown,OPERATIONAL,ChIJWe7OW5NMzDERHd-apoJI-_k,3.0594763,101.5928051,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (3473 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
