Priority,Action,Suggested Approach,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
88,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJoxHl,2025-11-05,DÔME (Subang Parade),Cafe,1,150000,"Jalan SS 16/1 Lot G17, Ground Level, Subang Parade Subang Jaya, Ss 16, 47500 Petaling Jaya, Selangor, Malaysia",47500 Petaling Jaya,Selangor,47500.0,http://www.domecafe.com.my/,,,60356321799.0,,60356321799.0,4.5,1004.0,$$ (Moderate),OPERATIONAL,ChIJoxHlE1tMzDERYZIOqG2pXYk,3.0819668,101.5858013,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1004 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
89,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJn0Up,2025-11-05,Hometown Hainan Coffee TAMAN SEA,Cafe,1,150000,"Ground Floor, 29, Jalan SS 23/15, Taman Sea, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://hometowncoffee.com.my/,,,60162289174.0,,60162289174.0,4.3,1184.0,$$ (Moderate),OPERATIONAL,ChIJn0UpHatOzDER-PqmT6bI5PM,3.1167025,101.6131872,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1184 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
90,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ_3mu,2025-11-05,Rekindle,Cafe,1,150000,"Ground Floor, 25, Jalan SS 2/64, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",47300 Petaling Jaya,Selangor,47300.0,http://fb.com/rekindless2,,,60374966309.0,,60374966309.0,4.4,1304.0,$$ (Moderate),OPERATIONAL,ChIJ_3mu6VNJzDERwXqoJ5GPpsk,3.1188373,101.6204784,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (1304 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
91,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJmfIv,2025-11-05,Shah Alam Convention Centre,Restaurant,2,160000,"4, Persiaran Dato Menteri, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://www.sacc.com.my/,,,60355118858.0,,60355118858.0,4.2,2324.0,Unknown,OPERATIONAL,ChIJmfIvqYZSzDERZTJ-bp567aw,3.0697562,101.5185086,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (2324 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
92,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJySm_,2025-11-05,"Oppadak Korean ""ZERO"" Oil Fried Chicken@Central I-City","Meal Takeaway, Grocery Or Supermarket, Store",1,120000,"L3-20, Central I-City, No1, Jalan Multimedia, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://www.oppadak.com.my/,,,60355230550.0,,60355230550.0,4.9,1232.0,Unknown,OPERATIONAL,ChIJySm_1DtTzDERPlnR9ucyj4c,3.0627666,101.4824536,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (1232 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
93,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJJdN1,2025-11-05,Seoul Garden | AEON Mall Shah Alam,Restaurant,5,300000,"Lot S11, 2nd Floor, 1, Jln Akuatik 13/64, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,http://www.seoulgarden.com.my/,,,60355247386.0,,60355247386.0,4.7,7599.0,$$ (Moderate),OPERATIONAL,ChIJJdN11J9NzDERMcOJmUPlCQQ,3.076161099999999,101.5486938,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.7/5 (7599 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
94,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJMes2,2025-11-05,Strangers at 47,"Cafe, Store, Restaurant",2,200000,"45, 47 49, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",46400 Petaling Jaya,Selangor,46400.0,https://strangersat47.my/,,,60127454749.0,,60127454749.0,4.5,2913.0,$$ (Moderate),OPERATIONAL,ChIJMes2_lpJzDERwaN-YKyU_gs,3.1202499,101.6299577,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (2913 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
95,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJtzfN,2025-11-05,Coliseum Cafe & Grill Room @Plaza 33,"Cafe, Restaurant",1,150000,"PG-02, Plaza 33, 1, Jalan Kemajuan, Seksyen 13, 46100 Petaling Jaya, Selangor, Malaysia",46100 Petaling Jaya,Selangor,46100.0,http://www.coliseum1921.com/,,,60374907863.0,,60374907863.0,4.3,1848.0,$$ (Moderate),OPERATIONAL,ChIJtzfNguBLzDER1e3zH6OZxXU,3.1095729,101.6383552,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1848 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
96,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJRRQ4,2025-11-05,Cafe Tujoh,Cafe,1,150000,"617, Jalan 17/10, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",46400 Petaling Jaya,Selangor,46400.0,https://www.facebook.com/tujohcafe/,,,60182711157.0,,60182711157.0,4.0,1543.0,$$ (Moderate),OPERATIONAL,ChIJRRQ40VxJzDER8NT0Xso1wl0,3.1221212,101.6355511,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1543 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
97,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJW-ti,2025-11-05,"Oppadak Korean ""ZERO"" Oil Fried Chicken@Shah Alam","Meal Takeaway, Grocery Or Supermarket, Store",1,120000,"G09, AEON MALL, Jln Akuatik 13/64, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,https://oppadak.com.my/,,,60348125663.0,,60348125663.0,4.8,1486.0,Unknown,OPERATIONAL,ChIJW-tiXX_LzTERgj1G-spgPQY,3.0763345,101.5480171,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (1486 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
98,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJx8Np,2025-11-05,RT Pastry House • SS15,"Bakery, Store",1,150000,"B6, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://www.rtpastry.com/,,,60374979248.0,,60374979248.0,4.3,1008.0,$$ (Moderate),OPERATIONAL,ChIJx8NpG_ZMzDERn2Rd7nEtD14,3.0736986,101.5868359,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1008 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
99,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJVc9V,2025-11-05,Pak Li Kopitiam Shah Alam 7,"Cafe, Restaurant",5,300000,"42, Jalan Kristal K7/K, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://www.paklikopitiam.com.my/,,,60355113608.0,,60355113608.0,4.4,5637.0,$$ (Moderate),OPERATIONAL,ChIJVc9VrfhSzDERsZdTyS-JbPs,3.074745000000001,101.4849798,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.4/5 (5637 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
100,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ6ZXk,2025-11-05,One Serambi Cafe,"Cafe, Restaurant",1,150000,"1-G, D'bayu Commercial Centre, Jalan Serambi U8/21, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",40150 Shah Alam,Selangor,40150.0,http://oneserambi.com/,,,60377347700.0,,60377347700.0,4.4,1820.0,$$ (Moderate),OPERATIONAL,ChIJ6ZXkGPpNzDER3ddrCxAZ5k8,3.1033785,101.5282087,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (1820 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
101,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJjy7m,2025-11-05,Thyme Out HQ,"Meal Takeaway, Store, Restaurant",1,150000,"66, Jalan PJS 11/7, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://thymeoutkl.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7597878866115150413,,,60358860596.0,,60358860596.0,4.4,1722.0,$$ (Moderate),OPERATIONAL,ChIJjy7mpo9MzDERHq_5WP45Bm4,3.0662662,101.6026193,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (1722 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
102,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJe-d3,2025-11-05,d'Tandoor Restaurant Damansara Utama,"Meal Takeaway, Restaurant",1,300000,"52, Jalan SS 21/62, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://dtandoor.com/,,,60377282020.0,,60377282020.0,4.5,1045.0,$$$ (Expensive),OPERATIONAL,ChIJe-d3BjZJzDERW_cxUo7XsXM,3.1325505,101.6221823,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (1045 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
103,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJabuI,2025-11-05,Restoran A.Hassan Ayam Kampung (Shah Alam),Restaurant,1,150000,"Jalan Lawan Pedang 13/27, Tadisma Business Park, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,https://m.facebook.com/pages/Restoran-AHassan-Ayam-Kampung/142164929177617,,,60355103981.0,,60355103981.0,4.3,1534.0,$$ (Moderate),OPERATIONAL,ChIJabuIgZZNzDERs-YP1kgk_UY,3.0891265,101.5444261,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1534 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
104,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJncaI,2025-11-05,The Barn @ 1 Mont Kiara,"Restaurant, Bar",1,150000,"G-2, G-3 & G-26, Mont Kiara Mall, 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://thebarn.com.my/,,,60362115630.0,,60362115630.0,4.7,1945.0,$$ (Moderate),OPERATIONAL,ChIJncaIn_FIzDERg_kVFkodkPI,3.1658188,101.6527457,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (1945 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
105,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJtUPQ,2025-11-05,Ehsan's Vista Alam,Restaurant,1,150000,"Unit 17-LG, Vista Alam Shoplot 14, 1, Jalan Ikhtisas, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://www.ehsans.my/,,,60102632617.0,,60102632617.0,4.1,1686.0,$$ (Moderate),OPERATIONAL,ChIJtUPQ2YFSzDERkvTGjtfntA0,3.0716018,101.52462,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1686 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
106,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJiQiZ,2025-11-05,Ghee Hiang,"Bakery, Store",2,200000,"216, Jln Macalister, 10400 George Town, Pulau Pinang, Malaysia",10400 George Town,,10400.0,https://www.ghee-hiang.com/,,,6042272222.0,,6042272222.0,4.5,2218.0,$$ (Moderate),OPERATIONAL,ChIJiQiZnLvDSjARG0cgLXqKLqc,5.417865700000001,100.3217154,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (2218 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
107,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ1dfE,2025-11-05,WTF Restaurant,"Bakery, Store, Restaurant",2,400000,"98, Lrg Maarof, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,https://wtfrestorant.shop/,,,60192617070.0,,60192617070.0,4.5,3938.0,$$$ (Expensive),OPERATIONAL,ChIJ1dfEh6hJzDERrXgCs7couWg,3.1324601,101.6731023,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (3938 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
108,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJB8FE,2025-11-05,leaf & co. cafe,Cafe,2,200000,"53, Jalan Sultan, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,https://www.facebook.com/leafandcocafe/,,,60320202220.0,,60320202220.0,4.3,2275.0,$$ (Moderate),OPERATIONAL,ChIJB8FE89BJzDER8ZAIRNj0LYc,3.1429024,101.698858,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (2275 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
109,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJY9gQ,2025-11-05,"Grand Paragon Hotel, Johor Bahru","Cafe, Lodging",1,120000,"18, Jalan Harimau, Taman Century, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://www.grandparagonhotel.com.my/,,,6072685222.0,,6072685222.0,4.0,1949.0,Unknown,OPERATIONAL,ChIJY9gQOTJt2jERpjZ63XIRx5s,1.4812269,103.7619099,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1949 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
110,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJg1lB,2025-11-05,Ashhryshoshedap,"Restaurant, Cafe",5,300000,"NO 24, Nongchik Riverside, Jalan Kolam Ayer, Kampung Mohd Amin, 80200 Johor Bahru, Johor, Malaysia",80200 Johor Bahru,Johor,80200.0,https://instagram.com/ashhryshoshedap?utm_medium=copy_link,,,6072071939.0,,6072071939.0,4.9,16414.0,$$ (Moderate),OPERATIONAL,ChIJg1lBJaly2jERxLUsFHa0ZfE,1.46532,103.7367235,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.9/5 (16414 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
111,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJPYha,2025-11-05,VCR,"Cafe, Restaurant, Store",2,200000,"2, Jalan Galloway, Bukit Bintang, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50150 Kuala Lumpur,Kuala Lumpur,50150.0,http://linktree.com/hellovcr,,,60321102330.0,,60321102330.0,4.4,4649.0,$$ (Moderate),OPERATIONAL,ChIJPYhalddJzDERgRWIgOgOTvA,3.1432498,101.7054472,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (4649 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
112,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJm6JW,2025-11-05,PULP Cafe Bangsar,Cafe,1,150000,"29-01, Jalan Riong, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,http://www.pulpcoffee.co/,,,60322013650.0,,60322013650.0,4.2,1712.0,$$ (Moderate),OPERATIONAL,ChIJm6JWXJBJzDERQ-oI2YmC6VU,3.1242109,101.674304,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1712 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
113,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJLwMj,2025-11-05,Breakfast Thieves APW Bangsar,Cafe,2,400000,"Lot M, 29-5, Jalan Riong, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,http://www.breakfastthieves.com/,,,60322018829.0,,60322018829.0,4.3,2305.0,$$$ (Expensive),OPERATIONAL,ChIJLwMjXpBJzDERef0OfNr0Efw,3.124318299999999,101.6741622,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (2305 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
114,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJh0W7,2025-11-05,Bottega KL,"Cafe, Meal Takeaway, Meal Delivery",1,150000,"1A, Jalan Ceylon, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,https://linktr.ee/bottegakl,,,60320704222.0,,60320704222.0,4.5,1472.0,$$ (Moderate),OPERATIONAL,ChIJh0W7pNVJzDERoRteIDq-uQs,3.1483219,101.7062636,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1472 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
115,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJXyrd,2025-11-05,The Rabbit Hole,"Cafe, Bar",2,200000,"16, Changkat Bukit Bintang, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,http://www.rabbithole.com.my/,,,601162351099.0,,601162351099.0,4.5,2716.0,$$ (Moderate),OPERATIONAL,ChIJXyrddio2zDERP8WPwaXwvZ8,3.1479982,101.7071577,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (2716 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
116,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJx9hV,2025-11-05,DÔME (The Gardens Mall),Cafe,2,200000,"Level 1, F-237B&238, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,http://www.domecafe.com.my/,,,60122241285.0,,60122241285.0,4.5,2046.0,$$ (Moderate),OPERATIONAL,ChIJx9hV5o5JzDER00-xwfjNWXQ,3.1187202,101.6760171,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (2046 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
117,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJzWkj,2025-11-05,Starbucks Reserve,"Cafe, Store",1,150000,"S226B, 2nd Floor, The Gardens Mall, Mid Valley City, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",58000 Kuala Lumpur,Kuala Lumpur,58000.0,,,,60322011778.0,,60322011778.0,4.1,1245.0,$$ (Moderate),OPERATIONAL,ChIJzWkjw45JzDERDgk-WuFSmSQ,3.118537700000001,101.6763026,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1245 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
118,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ1wF_,2025-11-05,Restoran LC Catering Sdn Bhd,Restaurant,1,150000,"340, Jalan Balau 1, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,http://www.lc-catering.com.my/usr/page.aspx?pgid=2,,,6073357355.0,,6073357355.0,4.0,1053.0,$$ (Moderate),OPERATIONAL,ChIJ1wF_YCRt2jER7-rqraoq6uQ,1.4901136,103.7665865,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (1053 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
119,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJVc_n,2025-11-05,Merchant's Lane | Petaling Street Café,"Cafe, Bakery, Store",2,200000,"150, Jalan Petaling, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,https://wa.me/60320221736,,,60320221736.0,,60320221736.0,4.2,3382.0,$$ (Moderate),OPERATIONAL,ChIJVc_niNpJzDER__xE9gsy9BI,3.1410206,101.6980798,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (3382 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
120,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJOfR_,2025-11-05,7 Spice,Restaurant,2,400000,"G-01, Block 5, Lbh Skudai, Danga Bay, 80200 Johor Bahru, Johor Darul Ta'zim, Malaysia",80200 Johor Bahru,Johor,80200.0,https://ocelu.me/7-spice-686564-web,,,60167107069.0,,60167107069.0,4.4,2950.0,$$$ (Expensive),OPERATIONAL,ChIJOfR_R65y2jERDsghx1zuLq8,1.4840821,103.7183952,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (2950 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
121,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJlVRa,2025-11-05,Komugi @ Mid Valley Megamall,"Bakery, Store",1,150000,"LG078, Lower Ground, Mid Valley, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,http://www.komugi.com.my/,,,60322012846.0,,60322012846.0,4.9,1911.0,$$ (Moderate),OPERATIONAL,ChIJlVRaR4lJzDER-xxjW-lrdGI,3.117338,101.677683,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (1911 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
122,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJySQj,2025-11-05,KFC Damansara Aliff DT,"Restaurant, Meal Takeaway",1,150000,"Lot 413, Jalan Tampoi, Taman Damansara Aliff, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",81200 Johor Bahru,Johor,81200.0,https://kfc.com.my/,,,6072320468.0,,6072320468.0,4.0,1566.0,$$ (Moderate),OPERATIONAL,ChIJySQj3oNy2jERr3SduTgNdII,1.5102714,103.7246808,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1566 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
123,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJc9w_,2025-11-05,Gravybaby Jalan P Ramlee,"Bakery, Bar, Store",1,150000,"9, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,http://www.gravybaby.com/,,,60182395502.0,,60182395502.0,4.2,1408.0,$$ (Moderate),OPERATIONAL,ChIJc9w_vtU3zDERvWs-B7cKHzc,3.1548111,101.7081032,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1408 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
124,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJyShI,2025-11-05,Ah Meng Kue Teow,Restaurant,1,150000,"112, Jalan Meranti, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://goo.gl/ZAx5cG,,,60106699931.0,,60106699931.0,4.1,1081.0,$$ (Moderate),OPERATIONAL,ChIJyShIlyJt2jERqL6iQxTcMC0,1.4953539,103.7654494,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1081 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
125,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJTdr-,2025-11-05,Wmart,"Supermarket, Bakery, Grocery Or Supermarket",1,120000,"9, Jalan Dua, Off, Jalan Chan Sow Lin, Chan Sow Lin, 55200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55200 Kuala Lumpur,Kuala Lumpur,55200.0,https://www.wmart.com.my/,,,60392222811.0,,60392222811.0,4.1,1048.0,Unknown,OPERATIONAL,ChIJTdr-kxw2zDERx9yKJtdCK7c,3.123373899999999,101.711504,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1048 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
126,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJsUKK,2025-11-05,Huckleberry • Damansara Heights,"Cafe, Bakery, Store",2,200000,"Plaza Damansara, 2G & 4G, Jalan Medan Setia 2, Bukit Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://huckleberry.my/,,,60172311898.0,,60172311898.0,4.0,2317.0,$$ (Moderate),OPERATIONAL,ChIJsUKKCANJzDERPcPczuwnJp0,3.1489187,101.6527131,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (2317 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
127,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJP0rP,2025-11-05,Ra-Ft Café / Bistro Binjai 8 | Coffee Roasters,"Cafe, Bakery, Store",1,150000,"Unit G-1, Ground Floor, Binjai 8 Premium Soho, 2, Lrg Binjai, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://www.ra-ft.com/,,,60321811091.0,,60321811091.0,4.5,1529.0,$$ (Moderate),OPERATIONAL,ChIJP0rPKNA3zDERPXdJrCl6Dr8,3.1588379,101.7175739,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1529 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
128,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJFZ1-,2025-11-05,Kayuapi by Naughty Bali,"Bar, Restaurant",1,300000,"195, Jalan Dato Sulaiman, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",80250 Johor Bahru,Johor,80250.0,https://m.facebook.com/nnjohorbahru/,,,60167174628.0,,60167174628.0,4.3,1752.0,$$$ (Expensive),OPERATIONAL,ChIJFZ1-_S5t2jERtvOuB-xoCQ0,1.4873565,103.7637891,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (1752 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
